Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;TOURS;87571000;NIORT;87485300;2;Tarif Normal;15.0;36.0
TGV INOUI;AVIGNON CENTRE;87765008;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;10.5;23.5
TGV INOUI;BIARRITZ;87673400;BIGANOS FACTURE;87582478;1;Tarif Réglementé;46.7;46.7
TGV INOUI;FRASNE;87715136;MOUCHARD;87718833;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LE TEIL;87764472;ORANGE;87765107;1;Tarif Normal;7.0;23.0
TGV INOUI;ANGERS ST LAUD;87484006;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Avantage;21.5;152.0
TGV INOUI;AVIGNON CENTRE;87765008;AGDE;87781278;2;Tarif Normal;13.0;29.0
TGV INOUI;FRASNE;87715136;PONTARLIER;87715003;2;Tarif Normal;4.9;5.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;29.0;144.0
TGV INOUI;AVIGNON CENTRE;87765008;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;BIARRITZ;87673400;CHATELLERAULT;87575142;1;Tarif Avantage;20.0;87.0
TGV INOUI;PARIS GARE DE LYON;87686006;CALAIS FRETHUN;87281071;2;Tarif Réglementé;49.5;69.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;LES AUBRAIS;87543017;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;BREST;87474007;ANNECY;87746008;2;Tarif Avantage;21.0;97.0
TGV INOUI;BOURG ST MAURICE;87741793;ALBERTVILLE;87741645;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;FUTUROSCOPE;87324095;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;110.6;110.6
TGV INOUI;LA ROCHELLE VILLE;87485003;CHATELLERAULT;87575142;2;Tarif Normal;15.0;36.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;LYON PERRACHE;87722025;2;Tarif Avantage;17.5;84.0
TGV INOUI;PARIS GARE DE LYON;87686006;ECOLE VALENTIN;87710731;2;Tarif Normal;34.0;86.0
TGV INOUI;TOURCOING;87286542;PARIS NORD;87271007;2;Tarif Normal;15.0;70.0
TGV INOUI;BREST;87474007;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;AVIGNON CENTRE;87765008;ARRAS;87342014;2;Tarif Avantage;21.0;102.0
TGV INOUI;PARIS GARE DE LYON;87686006;EVIAN LES BAINS;87745679;2;Tarif Réglementé;91.8;113.7
TGV INOUI;CAEN;87444000;BOURG ST MAURICE;87741793;2;Tarif Réglementé;110.8;132.0
TGV INOUI;LA ROCHELLE VILLE;87485003;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Avantage;21.5;116.0
TGV INOUI;GRENOBLE;87747006;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MELUN;87682005;1;Tarif Avantage;20.0;116.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Avantage;21.5;172.0
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Normal;31.0;152.0
TGV INOUI;STRASBOURG;87212027;NIMES;87775007;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;CAEN;87444000;CARENTAN;87447243;2;Tarif Réglementé;16.7;16.7
TGV INOUI;AVIGNON CENTRE;87765008;MONACO MONTE CARLO;87756403;2;Tarif Normal;25.0;64.0
TGV INOUI;BIARRITZ;87673400;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Avantage;4.4;5.9
TGV INOUI;STRASBOURG;87212027;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;BOURG ST MAURICE;87741793;1;Tarif Normal;10.0;36.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;31.0;220.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;17.5;75.0
TGV INOUI;PARIS GARE DE LYON;87686006;NIMES PONT DU GARD;87703975;2;Tarif Avantage;17.5;93.0
TGV INOUI;TOURS;87571000;BORDEAUX ST JEAN;87581009;2;Tarif Avantage;14.0;44.0
TGV INOUI;LA ROCHELLE VILLE;87485003;PARIS AUSTERLITZ;87547000;2;Tarif Réglementé;80.2;101.5
TGV INOUI;AVIGNON CENTRE;87765008;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;GRENOBLE;87747006;LA BAULE ESCOUBLAC;87481754;2;Tarif Réglementé;106.6;126.9
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;CHALON SUR SAONE;87725002;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BREST;87474007;LYON PERRACHE;87722025;2;Tarif Avantage;21.0;99.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;STRASBOURG;87212027;ST RAPHAEL VALESCURE;87757526;2;Tarif Avantage;17.5;111.0
TGV INOUI;TOURS;87571000;CHATELLERAULT;87575142;2;Tarif Normal;7.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;AVIGNON CENTRE;87765008;GRENOBLE;87747006;2;Tarif Avantage;14.0;35.0
TGV INOUI;PARIS GARE DE LYON;87686006;SAVERNE;87212225;2;Tarif Normal;25.0;95.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE;87381509;2;Tarif Réglementé;44.7;44.7
TGV INOUI;AVIGNON CENTRE;87765008;NANCY;87141002;2;Tarif Avantage;30.0;79.0
TGV INOUI;ANGERS ST LAUD;87484006;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;153.3;153.3
TGV INOUI;STRASBOURG;87212027;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;CHALON SUR SAONE;87725002;2;Tarif Normal;15.0;54.0
TGV INOUI;LA TESTE;87582643;LIBOURNE;87584052;2;Tarif Normal;9.0;21.0
TGV INOUI;BIGANOS FACTURE;87582478;ST PIERRE DES CORPS;87571240;1;Tarif Normal;24.0;119.0
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;2;Tarif Normal;25.0;124.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;DOUAI;87345009;1;Tarif Avantage;25.0;168.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LOURDES;87671339;1;Tarif Réglementé;71.1;71.1
TGV INOUI;LA ROCHE SUR FORON;87746305;BELLEGARDE GARE;87745000;2;Tarif Réglementé;14.4;14.4
TGV INOUI;PARIS GARE DE LYON;87686006;ST MICHEL VALLOIRE;87742361;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;TOURS;87571000;LES AUBRAIS;87543017;2;Tarif Normal;11.0;24.5
TGV INOUI;ANGERS ST LAUD;87484006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Avantage;21.5;138.0
TGV INOUI;AVIGNON CENTRE;87765008;LYON PART DIEU;87723197;2;Tarif Réglementé;40.6;51.8
TGV INOUI;STRASBOURG;87212027;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Normal;25.0;132.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AVIGNON CENTRE;87765008;NIMES;87775007;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LA ROCHE SUR FORON;87746305;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Normal;4.0;10.8
TGV INOUI;SURGERES;87485227;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;TOURS;87571000;LIBOURNE;87584052;2;Tarif Avantage;14.0;38.0
TGV INOUI;ANGERS ST LAUD;87484006;VALENCE VILLE;87761007;1;Tarif Avantage;21.5;129.0
TGV INOUI;LA ROCHELLE VILLE;87485003;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;GRENOBLE;87747006;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;12.0;26.5
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;HYERES;87755629;2;Tarif Avantage;14.0;43.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;158.3;158.3
TGV INOUI;BORDEAUX ST JEAN;87581009;BEAUNE;87713545;1;Tarif Avantage;21.5;143.0
TGV INOUI;GROISY THORENS LA CAILLE;87746248;BONNEVILLE;87746339;2;Tarif Réglementé;9.4;9.4
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;BREST;87474007;RENNES;87471003;2;Tarif Normal;20.0;47.0
TGV INOUI;LA ROCHELLE VILLE;87485003;CHATELLERAULT;87575142;2;Tarif Avantage;10.5;25.0
TGV INOUI;SURGERES;87485227;NIORT;87485300;2;Tarif Réglementé;9.7;9.7
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;MONTELIMAR GARE SNCF;87764001;2;Tarif Avantage;3.5;8.4
TGV INOUI;BREST;87474007;RENNES;87471003;2;Tarif Réglementé;35.5;44.7
TGV INOUI;AVIGNON CENTRE;87765008;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;26.9;31.5
TGV INOUI;GROISY THORENS LA CAILLE;87746248;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;MONTELIMAR GARE SNCF;87764001;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;AVIGNON CENTRE;87765008;RENNES;87471003;2;Tarif Avantage;35.0;105.0
TGV INOUI;ANGERS ST LAUD;87484006;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25.0;122.0
TGV INOUI;LES AUBRAIS;87543017;VIERZON VILLE;87576009;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BREST;87474007;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Normal;30.0;164.0
TGV INOUI;AVIGNON CENTRE;87765008;MASSY TGV;87393702;2;Tarif Réglementé;86.3;106.6
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LIBOURNE;87584052;2;Tarif Avantage;14.0;79.0
TGV INOUI;CALAIS VILLE;87317263;LILLE EUROPE;87223263;2;Tarif Réglementé;21.0;21.0
TGV INOUI;ANGERS ST LAUD;87484006;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;16.0;53.0
TGV INOUI;BREST;87474007;LA ROCHE SUR FORON;87746305;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;17.5;93.0
TGV INOUI;LES SABLES D'OLONNE;87486449;PARIS AUSTERLITZ;87547000;1;Tarif Avantage;20.0;124.0
TGV INOUI;LAMBALLE;87473108;ARRAS;87342014;2;Tarif Avantage;21.0;86.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS AUSTERLITZ;87547000;1;Tarif Réglementé;108.6;108.6
TGV INOUI;GUINGAMP;87473207;CLUSES  74;87746370;2;Tarif Avantage;21.0;112.0
TGV INOUI;TOURS;87571000;MARNE LA VALLEE CHESSY;87111849;2;Tarif Réglementé;49.5;70.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARSEILLE BLANCARDE;87751081;1;Tarif Normal;31.0;163.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CHAMPAGNE-ARDENNE;87171926;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;GUINGAMP;87473207;LA ROCHE SUR FORON;87746305;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;ORANGE;87765107;2;Tarif Avantage;6.3;16.0
TGV INOUI;AVIGNON CENTRE;87765008;ROUEN RIVE DROITE;87411017;2;Tarif Réglementé;110.6;130.9
TGV INOUI;LA ROCHELLE VILLE;87485003;POITIERS;87575001;2;Tarif Avantage;9.1;22.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;REDON;87471300;2;Tarif Réglementé;80.2;98.5
TGV INOUI;CANNES;87757625;BEAUNE;87713545;2;Tarif Normal;25.0;136.0
TGV INOUI;AVIGNON CENTRE;87765008;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LA SOUTERRAINE;87592378;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;14.0;59.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;17.5;109.0
TGV INOUI;LIBOURNE;87584052;TARBES;87671008;1;Tarif Normal;24.0;82.0
TGV INOUI;LAMBALLE;87473108;LILLE EUROPE;87223263;2;Tarif Normal;48.0;123.0
TGV INOUI;BREST;87474007;NANTES;87481002;2;Tarif Avantage;17.5;44.0
TGV INOUI;GUINGAMP;87473207;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;98.5;117.7
TGV INOUI;TOURS;87571000;POITIERS;87575001;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;ST PERAY;87761494;2;Tarif Normal;12.0;26.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LOURDES;87671339;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;GUINGAMP;87473207;LYON PERRACHE;87722025;2;Tarif Réglementé;103.5;123.8
TGV INOUI;MACON LOCHE TGV;87725705;AIME LA PLAGNE;87741769;1;Tarif Avantage;15.0;58.0
TGV INOUI;AVIGNON CENTRE;87765008;ST PERAY;87761494;2;Tarif Réglementé;25.4;25.4
TGV INOUI;BREST;87474007;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Avantage;14.0;82.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST NAZAIRE;87481705;2;Tarif Normal;25.0;108.0
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;103.4;129.9
TGV INOUI;BORDEAUX ST JEAN;87581009;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Avantage;16.5;94.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LYON PERRACHE;87722025;1;Tarif Réglementé;158.3;158.3
TGV INOUI;TGV HAUTE PICARDIE;87313882;VANNES;87476606;2;Tarif Avantage;17.5;77.0
TGV INOUI;CANNES;87757625;CHALON SUR SAONE;87725002;2;Tarif Avantage;17.5;95.0
TGV INOUI;ANGOULEME;87583005;BORDEAUX ST JEAN;87581009;1;Tarif Réglementé;50.8;50.8
TGV INOUI;BREST;87474007;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;GUINGAMP;87473207;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOURS;87571000;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Réglementé;91.4;114.7
TGV INOUI;AVIGNON CENTRE;87765008;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;104.5;126.9
TGV INOUI;LA TESTE;87582643;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;GUINGAMP;87473207;NANTES;87481002;2;Tarif Normal;20.0;47.0
TGV INOUI;MACON LOCHE TGV;87725705;ANNEMASSE;87745497;1;Tarif Normal;17.0;60.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Avantage;25.0;214.0
TGV INOUI;AVIGNON CENTRE;87765008;PERPIGNAN;87784009;2;Tarif Avantage;10.5;35.0
TGV INOUI;GUINGAMP;87473207;PLOUARET TREGOR;87473181;2;Tarif Réglementé;8.0;8.0
TGV INOUI;VALENCE VILLE;87761007;DOUAI;87345009;2;Tarif Réglementé;105.6;128.9
TGV INOUI;AVIGNON CENTRE;87765008;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;15.0;57.0
TGV INOUI;BREST;87474007;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;130.8;146.2
TGV INOUI;GUINGAMP;87473207;ST BRIEUC;87473009;2;Tarif Normal;9.1;9.8
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;20.0;38.0
TGV INOUI;BORDEAUX ST JEAN;87581009;NARBONNE;87781104;1;Tarif Réglementé;91.4;91.4
TGV INOUI;LAMBALLE;87473108;LANDERNEAU;87474239;2;Tarif Réglementé;25.4;32.5
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;NARBONNE;87781104;2;Tarif Normal;25.0;136.0
TGV INOUI;VALENCE VILLE;87761007;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS AUSTERLITZ;87547000;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;LAMBALLE;87473108;PARIS AUSTERLITZ;87547000;2;Tarif Avantage;14.0;74.0
TGV INOUI;HAZEBROUCK;87286302;LENS;87345025;2;Tarif Avantage;3.5;9.1
TGV INOUI;MACON LOCHE TGV;87725705;EVIAN LES BAINS;87745679;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;LANDRY;87741777;ALBERTVILLE;87741645;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LAMBALLE;87473108;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;REDON;87471300;2;Tarif Réglementé;80.2;98.5
TGV INOUI;VALENCE VILLE;87761007;ORANGE;87765107;2;Tarif Normal;9.0;23.5
TGV INOUI;ANGOULEME;87583005;LOURDES;87671339;1;Tarif Avantage;20.0;75.0
TGV INOUI;ANGOULEME;87583005;DOUAI;87345009;1;Tarif Avantage;21.5;145.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;SABLE SUR SARTHE;87396408;2;Tarif Avantage;10.5;58.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;ECOLE VALENTIN;87710731;2;Tarif Réglementé;58.9;74.1
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;LES AUBRAIS;87543017;2;Tarif Réglementé;57.9;57.9
TGV INOUI;HENDAYE;87677005;BORDEAUX ST JEAN;87581009;2;Tarif Normal;20.0;45.0
TGV INOUI;MACON LOCHE TGV;87725705;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;37.6;37.6
TGV INOUI;LANDRY;87741777;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;CAEN;87444000;BERNAY;87444299;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TOULOUSE MATABIAU;87611004;NIMES PONT DU GARD;87703975;2;Tarif Normal;15.0;54.0
TGV INOUI;MACON LOCHE TGV;87725705;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;16.5;112.0
TGV INOUI;BORDEAUX ST JEAN;87581009;POITIERS;87575001;1;Tarif Avantage;15.0;64.0
TGV INOUI;AVIGNON SUD;87765024;ORANGE;87765107;2;Tarif Normal;6.0;9.2
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;SAVENAY;87481838;2;Tarif Normal;25.0;94.0
TGV INOUI;CANNES;87757625;TOUL;87141044;2;Tarif Réglementé;109.6;137.0
TGV INOUI;CAEN;87444000;LISIEUX;87444265;2;Tarif Avantage;3.5;8.6
TGV INOUI;CAEN;87444000;BOURG ST MAURICE;87741793;2;Tarif Normal;25.0;147.0
TGV INOUI;TOURCOING;87286542;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;VALENCE VILLE;87761007;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;122.0
TGV INOUI;LANDRY;87741777;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;AVIGNON TGV;87318964;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;17.5;96.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;ST MALO;87478107;2;Tarif Réglementé;80.2;102.5
TGV INOUI;NIORT;87485300;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;CAEN;87444000;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Normal;25.0;147.0
TGV INOUI;CAEN;87444000;EVREUX  NORMANDIE;87387001;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;HENDAYE;87677005;MORCENX;87673103;2;Tarif Normal;8.0;20.0
TGV INOUI;CARCASSONNE;87615286;BEAUNE;87713545;2;Tarif Avantage;17.5;61.0
TGV INOUI;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;1;Tarif Avantage;16.5;59.0
TGV INOUI;AVIGNON TGV;87318964;ANTIBES;87757674;2;Tarif Avantage;14.0;49.0
TGV INOUI;TOURS;87571000;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;49.5;70.0
TGV INOUI;NIORT;87485300;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Réglementé;77.0;97.4
TGV INOUI;AVIGNON TGV;87318964;BELLEGARDE GARE;87745000;2;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;ANGOULEME;87583005;MARMANDE;87586545;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;PARIS NORD;87271007;ALBERTVILLE;87741645;2;Tarif Avantage;17.5;91.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGOULEME;87583005;NANCY;87141002;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;97.4;97.4
TGV INOUI;TOURS;87571000;FUTUROSCOPE;87324095;2;Tarif Avantage;6.3;16.0
TGV INOUI;NIORT;87485300;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;10.5;26.5
TGV INOUI;ANGOULEME;87583005;PARIS AUSTERLITZ;87547000;1;Tarif Réglementé;141.1;141.1
TGV INOUI;BORDEAUX ST JEAN;87581009;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;TOURS;87571000;FUTUROSCOPE;87324095;2;Tarif Normal;9.0;23.0
TGV INOUI;CARCASSONNE;87615286;LYON PERRACHE;87722025;2;Tarif Normal;20.0;92.0
TGV INOUI;BORDEAUX ST JEAN;87581009;VALENCE VILLE;87761007;1;Tarif Réglementé;144.1;144.1
TGV INOUI;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;HYERES;87755629;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;15.0;50.0
TGV INOUI;LILLE EUROPE;87223263;BOURG ST MAURICE;87741793;1;Tarif Normal;31.0;201.0
TGV INOUI;BOULOGNE VILLE;87317586;CALAIS FRETHUN;87281071;1;Tarif Avantage;8.0;8.2
TGV INOUI;CAMBRAI;87345520;DOUAI;87345009;2;Tarif Réglementé;8.8;8.8
TGV INOUI;PARIS NORD;87271007;BOURG EN BRESSE;87743005;2;Tarif Avantage;14.0;65.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NIMES PONT DU GARD;87703975;2;Tarif Normal;15.0;47.0
TGV INOUI;CANNES;87757625;BELLEGARDE GARE;87745000;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGOULEME;87583005;NANCY;87141002;1;Tarif Réglementé;152.3;152.3
TGV INOUI;JUVISY;87545244;LES AUBRAIS;87543017;2;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;NIORT;87485300;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;110.0
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;2;Tarif Avantage;17.5;100.0
TGV INOUI;AVIGNON TGV;87318964;CANNES;87757625;2;Tarif Avantage;10.5;46.0
TGV INOUI;TOURS;87571000;LYON PART DIEU;87723197;2;Tarif Normal;25.0;101.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SENS;87683003;2;Tarif Normal;25.0;86.0
TGV INOUI;LANDRY;87741777;MACON LOCHE TGV;87725705;2;Tarif Normal;15.0;46.0
TGV INOUI;AVIGNON TGV;87318964;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.0;58.0
TGV INOUI;PARIS NORD;87271007;DOUAI;87345009;2;Tarif Normal;15.0;58.0
TGV INOUI;VALOGNES;87447284;EVREUX  NORMANDIE;87387001;2;Tarif Avantage;14.0;29.0
TGV INOUI;BOULOGNE VILLE;87317586;ETAPLES LE TOUQUET;87317065;1;Tarif Réglementé;9.1;9.1
TGV INOUI;BOULOGNE VILLE;87317586;ETAPLES LE TOUQUET;87317065;1;Tarif Avantage;7.0;7.2
TGV INOUI;JUVISY TGV;87496695;LA SOUTERRAINE;87592378;2;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;LILLE EUROPE;87223263;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;116.0
TGV INOUI;ANGOULEME;87583005;SAVERNE;87212225;1;Tarif Réglementé;195.9;195.9
TGV INOUI;LANDRY;87741777;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Réglementé;45.7;45.7
