Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;LYON PART DIEU;87723197;AIME LA PLAGNE;87741769;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;DOLE VILLE;87713412;LILLE EUROPE;87223263;1;Tarif Normal;31.0;152.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;HYERES;87755629;1;Tarif Avantage;7.0;23.5
TGV INOUI;LAMBALLE;87473108;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;14.0;74.0
TGV INOUI;ANGERS ST LAUD;87484006;REDON;87471300;1;Tarif Normal;16.0;55.0
TGV INOUI;MASSY PALAISEAU;87393579;VALENCE VILLE;87761007;1;Tarif Avantage;21.5;137.0
TGV INOUI;BREST;87474007;ST JEAN DE MAURIENNE ARVAN;87742320;1;Tarif Normal;36.0;232.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;DOUAI;87345009;1;Tarif Réglementé;182.7;182.7
TGV INOUI;LYON PART DIEU;87723197;ALBERTVILLE;87741645;2;Tarif Normal;15.0;37.0
TGV INOUI;MASSY TGV;87393702;AGDE;87781278;1;Tarif Avantage;21.5;154.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;LES ARCS DRAGUIGNAN;87755447;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;LAMBALLE;87473108;PLOUARET TREGOR;87473181;2;Tarif Avantage;10.1;14.0
TGV INOUI;PARIS GARE DE LYON;87686006;THONON LES BAINS;87745646;1;Tarif Normal;31.0;199.0
TGV INOUI;DOLE VILLE;87713412;LILLE FLANDRES;87286005;1;Tarif Normal;31.0;152.0
TGV INOUI;NICE VILLE;87756056;VALENCE VILLE;87761007;1;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;GRENOBLE;87747006;1;Tarif Réglementé;20.8;20.8
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;ST BRIEUC;87473009;AIX LES BAINS - LE REVARD;87741132;1;Tarif Avantage;25.0;147.0
TGV INOUI;NIMES;87775007;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;LAMBALLE;87473108;PLOUARET TREGOR;87473181;2;Tarif Normal;14.5;20.0
TGV INOUI;ANGERS ST LAUD;87484006;SAVERNE;87212225;1;Tarif Elève - Etudiant - Apprenti;25.0;25.0
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Avantage;21.5;116.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;JUVISY TGV;87496695;1;Tarif Normal;29.0;117.0
TGV INOUI;COUTRAS;87584516;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;39.0;102.0
TGV INOUI;LYON PART DIEU;87723197;ARRAS;87342014;2;Tarif Avantage;17.5;94.0
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Normal;31.0;158.0
TGV INOUI;NIMES;87775007;BEAUNE;87713545;1;Tarif Réglementé;108.6;108.6
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Avantage;11.9;60.0
TGV INOUI;BIARRITZ;87673400;LIBOURNE;87584052;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Réglementé;141.1;141.1
TGV INOUI;BRIVE LA GAILLARDE;87594002;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;20.0;97.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;53.8;68.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;LONS LE SAUNIER;87718239;1;Tarif Avantage;15.0;54.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;18.5;18.5
TGV INOUI;NIMES;87775007;ECOLE VALENTIN;87710731;1;Tarif Avantage;33.0;107.0
TGV INOUI;GUINGAMP;87473207;BOURG ST MAURICE;87741793;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;LONS LE SAUNIER;87718239;1;Tarif Normal;22.0;74.0
TGV INOUI;MULHOUSE VILLE;87182063;CANNES;87757625;1;Tarif Normal;31.0;214.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;184.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MORLAIX;87474338;2;Tarif Réglementé;113.7;135.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;AURAY;87476200;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;DOUAI;87345009;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Avantage;25.0;140.0
TGV INOUI;NIMES;87775007;LE TEIL;87764472;1;Tarif Réglementé;36.5;36.5
TGV INOUI;COUTRAS;87584516;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LA ROCHE SUR YON;87486019;1;Tarif Réglementé;140.1;140.1
TGV INOUI;ST GERVAIS LES BAINS LE FAYET;87746479;REDON;87471300;1;Tarif Avantage;25.0;166.0
TGV INOUI;CAEN;87444000;BERNAY;87444299;1;Tarif Avantage;7.7;35.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LANDERNEAU;87474239;1;Tarif Avantage;18.0;129.0
TGV INOUI;MULHOUSE VILLE;87182063;LANDRY;87741777;1;Tarif Avantage;21.5;97.0
TGV INOUI;NIMES;87775007;LYON PERRACHE;87722025;1;Tarif Normal;17.0;95.0
TGV INOUI;CULMONT CHALINDREY;87142125;AGDE;87781278;2;Tarif Normal;25.0;97.0
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;ST JEAN DE LUZ CIBOURE;87677120;LIBOURNE;87584052;1;Tarif Normal;22.0;72.0
TGV INOUI;NIMES;87775007;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;GUINGAMP;87473207;DOUAI;87345009;1;Tarif Réglementé;150.2;150.2
TGV INOUI;LYON PART DIEU;87723197;EVIAN LES BAINS;87745679;2;Tarif Avantage;14.0;28.0
TGV INOUI;MASSY TGV;87393702;GRENOBLE;87747006;1;Tarif Réglementé;160.4;160.4
TGV INOUI;CALAIS VILLE;87317263;CALAIS FRETHUN;87281071;1;Tarif Normal;5.1;10.8
TGV INOUI;GUINGAMP;87473207;LANDRY;87741777;1;Tarif Avantage;25.0;166.0
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Elève - Etudiant - Apprenti;38.0;38.0
TGV INOUI;MASSY TGV;87393702;GUINGAMP;87473207;1;Tarif Réglementé;149.2;149.2
TGV INOUI;CALAIS VILLE;87317263;LILLE EUROPE;87223263;1;Tarif Avantage;15.5;16.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON PART DIEU;87723197;1;Tarif Réglementé;46.7;46.7
TGV INOUI;LYON PART DIEU;87723197;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25.0;99.0
TGV INOUI;DUNKERQUE;87281006;ALBERTVILLE;87741645;1;Tarif Réglementé;163.4;163.4
TGV INOUI;NIMES;87775007;PARIS NORD;87271007;1;Tarif Avantage;21.5;141.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;ANGOULEME;87583005;BAYONNE;87673004;1;Tarif Avantage;20.0;75.0
TGV INOUI;MASSY TGV;87393702;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;20.0;127.0
TGV INOUI;CAMBRAI;87345520;VALENCIENNES;87343004;1;Tarif Normal;7.0;26.5
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;LYON PART DIEU;87723197;MANTES LA JOLIE;87381509;2;Tarif Réglementé;79.2;101.5
TGV INOUI;MULHOUSE VILLE;87182063;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;26.0;187.0
TGV INOUI;NIMES;87775007;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PARIS NORD;87271007;2;Tarif Normal;25.0;113.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SELESTAT;87214056;1;Tarif Réglementé;143.1;143.1
TGV INOUI;MULHOUSE VILLE;87182063;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;NIMES;87775007;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PERPIGNAN;87784009;2;Tarif Réglementé;63.9;78.2
TGV INOUI;ANGOULEME;87583005;LA TESTE;87582643;1;Tarif Normal;17.0;66.0
TGV INOUI;MULHOUSE VILLE;87182063;MOUCHARD;87718833;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BELLEGARDE GARE;87745000;1;Tarif Normal;24.0;129.0
TGV INOUI;CULMONT CHALINDREY;87142125;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;25.0;102.0
TGV INOUI;LYON PART DIEU;87723197;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;11.9;49.0
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Avantage;21.5;170.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MACON VILLE;87725689;1;Tarif Normal;15.0;52.0
TGV INOUI;LYON PART DIEU;87723197;MARSEILLE ST CHARLES;87751008;2;Tarif Réglementé;55.9;70.0
TGV INOUI;DUNKERQUE;87281006;HAZEBROUCK;87286302;1;Tarif Réglementé;14.2;14.2
TGV INOUI;MARSEILLE ST CHARLES;87751008;DOUAI;87345009;1;Tarif Réglementé;201.0;201.0
TGV INOUI;LANDRY;87741777;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;63.9;79.2
TGV INOUI;ANGOULEME;87583005;LILLE EUROPE;87223263;1;Tarif Réglementé;170.5;170.5
TGV INOUI;MULHOUSE VILLE;87182063;PARIS GARE DE LYON;87686006;1;Tarif Normal;24.0;187.0
TGV INOUI;NIMES;87775007;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LYON PART DIEU;87723197;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;MASSY TGV;87393702;MORLAIX;87474338;1;Tarif Avantage;18.0;125.0
TGV INOUI;NIMES PONT DU GARD;87703975;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;31.0;180.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SENS;87683003;2;Tarif Normal;20.0;83.0
TGV INOUI;LYON PART DIEU;87723197;MONTBELIARD VILLE;87184523;2;Tarif Normal;15.0;48.0
TGV INOUI;MULHOUSE VILLE;87182063;SAVERNE;87212225;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;NIORT;87485300;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;GUINGAMP;87473207;NANTES;87481002;1;Tarif Normal;22.0;76.0
TGV INOUI;ANGOULEME;87583005;MARMANDE;87586545;1;Tarif Normal;22.0;71.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS NORD;87271007;1;Tarif Avantage;21.5;159.0
TGV INOUI;CANNES;87757625;NICE VILLE;87756056;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GUINGAMP;87473207;PARIS AUSTERLITZ;87547000;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGOULEME;87583005;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;24.0;161.0
TGV INOUI;MULHOUSE VILLE;87182063;THIONVILLE;87191007;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CANNES;87757625;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;238.0
TGV INOUI;LANDRY;87741777;LILLE EUROPE;87223263;2;Tarif Normal;25.0;157.0
TGV INOUI;BIGANOS FACTURE;87582478;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31.0;198.0
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;1;Tarif Réglementé;23.3;23.3
TGV INOUI;MARSEILLE ST CHARLES;87751008;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;184.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MASSY PALAISEAU;87393579;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BIGANOS FACTURE;87582478;POITIERS;87575001;1;Tarif Normal;22.0;88.0
TGV INOUI;DUNKERQUE;87281006;LYON PERRACHE;87722025;1;Tarif Normal;31.0;174.0
TGV INOUI;CANNES;87757625;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;207.1;207.1
TGV INOUI;LANDRY;87741777;LISON;87447219;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;162.4;162.4
TGV INOUI;MULHOUSE VILLE;87182063;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24.0;144.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;RENNES;87471003;1;Tarif Normal;36.0;221.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;17.5;79.0
TGV INOUI;VALENCE VILLE;87761007;CHALON SUR SAONE;87725002;1;Tarif Normal;17.0;73.0
TGV INOUI;MASSY TGV;87393702;NIMES;87775007;1;Tarif Réglementé;168.5;168.5
TGV INOUI;CANNES;87757625;TOULON;87755009;1;Tarif Normal;14.0;48.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PART DIEU;87723197;NEUFCHATEAU;87141291;2;Tarif Normal;20.0;56.0
TGV INOUI;NANCY;87141002;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;118.8;118.8
TGV INOUI;ORTHEZ;87672253;LIBOURNE;87584052;1;Tarif Normal;22.0;65.0
TGV INOUI;CULMONT CHALINDREY;87142125;ST RAPHAEL VALESCURE;87757526;2;Tarif Avantage;17.5;91.0
TGV INOUI;VALENCE VILLE;87761007;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;19.0;127.0
TGV INOUI;DUNKERQUE;87281006;ST AVRE - LA CHAMBRE;87741306;1;Tarif Réglementé;163.4;163.4
TGV INOUI;CARCASSONNE;87615286;CHALON SUR SAONE;87725002;1;Tarif Normal;31.0;140.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;THIONVILLE;87191007;2;Tarif Normal;25.0;107.0
TGV INOUI;ANGOULEME;87583005;ORTHEZ;87672253;1;Tarif Normal;29.0;92.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;CHATELLERAULT;87575142;1;Tarif Normal;10.0;35.0
TGV INOUI;MASSY PALAISEAU;87393579;ALBERTVILLE;87741645;1;Tarif Réglementé;159.4;159.4
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BONNEVILLE;87746339;ANNECY;87746008;1;Tarif Réglementé;17.3;17.3
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;FUTUROSCOPE;87324095;1;Tarif Avantage;5.6;17.5
TGV INOUI;ORTHEZ;87672253;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;21.5;159.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;REDON;87471300;1;Tarif Avantage;25.0;166.0
TGV INOUI;ANGOULEME;87583005;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Réglementé;85.3;85.3
TGV INOUI;NANCY;87141002;AGDE;87781278;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;CARCASSONNE;87615286;LILLE EUROPE;87223263;1;Tarif Réglementé;190.8;190.8
TGV INOUI;MACON LOCHE TGV;87725705;ALBERTVILLE;87741645;2;Tarif Avantage;14.0;26.5
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;NARBONNE;87781104;1;Tarif Normal;31.0;195.0
TGV INOUI;NANCY;87141002;ANTIBES;87757674;1;Tarif Elève - Etudiant - Apprenti;25.0;25.0
TGV INOUI;ORTHEZ;87672253;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;20.0;99.0
TGV INOUI;CULOZ;87741074;ANNECY;87746008;2;Tarif Réglementé;14.4;14.4
TGV INOUI;BONNEVILLE;87746339;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;LA ROCHELLE VILLE;87485003;1;Tarif Normal;11.0;37.0
TGV INOUI;CARCASSONNE;87615286;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MACON LOCHE TGV;87725705;BOURG ST MAURICE;87741793;2;Tarif Avantage;10.5;36.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;REDON;87471300;1;Tarif Réglementé;148.2;148.2
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;16.5;116.0
TGV INOUI;PARIS AUSTERLITZ;87547000;BAYONNE;87673004;1;Tarif Avantage;21.5;159.0
TGV INOUI;MACON LOCHE TGV;87725705;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANNECY;87746008;AURAY;87476200;1;Tarif Réglementé;181.7;181.7
TGV INOUI;EPINAL;87144006;PARIS NORD;87271007;1;Tarif Normal;29.0;147.0
TGV INOUI;MASSY PALAISEAU;87393579;BOURG ST MAURICE;87741793;1;Tarif Normal;31.0;201.0
TGV INOUI;HAZEBROUCK;87286302;ST OMER;87281444;1;Tarif Réglementé;8.1;8.1
TGV INOUI;LYON PART DIEU;87723197;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;78.1;90.3
TGV INOUI;MASSY TGV;87393702;PARIS NORD;87271007;1;Tarif Avantage;8.4;19.5
TGV INOUI;MASSY PALAISEAU;87393579;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;184.0
TGV INOUI;MACON LOCHE TGV;87725705;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;7.7;18.5
TGV INOUI;BORDEAUX ST JEAN;87581009;ARCACHON;87582668;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;EVREUX  NORMANDIE;87387001;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MASSY PALAISEAU;87393579;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;170.5;170.5
TGV INOUI;HENDAYE;87677005;BIARRITZ;87673400;1;Tarif Avantage;7.0;8.7
TGV INOUI;VALOGNES;87447284;EVREUX  NORMANDIE;87387001;1;Tarif Réglementé;65.0;65.0
TGV INOUI;MASSY TGV;87393702;PLOUARET TREGOR;87473181;1;Tarif Normal;24.0;162.0
TGV INOUI;MASSY PALAISEAU;87393579;NANTES;87481002;1;Tarif Avantage;16.5;115.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;170.5;170.5
TGV INOUI;BORDEAUX ST JEAN;87581009;BIGANOS FACTURE;87582478;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MASSY TGV;87393702;POITIERS;87575001;1;Tarif Avantage;16.5;100.0
TGV INOUI;MASSY PALAISEAU;87393579;PARIS NORD;87271007;1;Tarif Avantage;8.4;19.5
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TOULON;87755009;1;Tarif Avantage;20.0;95.0
TGV INOUI;VALOGNES;87447284;MANTES LA JOLIE;87381509;1;Tarif Réglementé;66.0;66.0
TGV INOUI;EVREUX  NORMANDIE;87387001;BERNAY;87444299;1;Tarif Normal;8.0;30.0
TGV INOUI;PARIS AUSTERLITZ;87547000;ST PIERRE DES CORPS;87571240;1;Tarif Normal;17.0;106.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;VALOGNES;87447284;1;Tarif Réglementé;180.7;180.7
TGV INOUI;ANNECY;87746008;NICE VILLE;87756056;1;Tarif Avantage;21.5;133.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;MASSY PALAISEAU;87393579;YVETOT;87413385;1;Tarif Réglementé;47.7;47.7
TGV INOUI;LANDRY;87741777;TGV HAUTE PICARDIE;87313882;2;Tarif Avantage;17.5;109.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CARCASSONNE;87615286;1;Tarif Réglementé;82.2;82.2
TGV INOUI;NANCY;87141002;LYON PART DIEU;87723197;1;Tarif Réglementé;107.6;107.6
TGV INOUI;PARIS AUSTERLITZ;87547000;TARBES;87671008;1;Tarif Avantage;21.5;159.0
TGV INOUI;DAX;87673202;BORDEAUX ST JEAN;87581009;2;Tarif Réglementé;24.4;31.5
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MASSY TGV;87393702;REDON;87471300;1;Tarif Avantage;16.5;125.0
TGV INOUI;MASSY TGV;87393702;AIME LA PLAGNE;87741769;1;Tarif Réglementé;179.7;179.7
TGV INOUI;DAX;87673202;CHATELLERAULT;87575142;2;Tarif Avantage;17.5;45.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;24.0;149.0
TGV INOUI;PARIS EST;87113001;BAR LE DUC;87175042;1;Tarif Normal;17.0;84.0
TGV INOUI;LANNION;87473223;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;TARBES;87671008;1;Tarif Avantage;21.5;159.0
TGV INOUI;MASSY TGV;87393702;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Avantage;21.5;153.0
TGV INOUI;CARENTAN;87447243;VALOGNES;87447284;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LIBOURNE;87584052;1;Tarif Normal;31.0;157.0
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;189.0
TGV INOUI;NANCY;87141002;NANTES;87481002;1;Tarif Avantage;21.5;133.0
TGV INOUI;MASSY TGV;87393702;ANNEMASSE;87745497;1;Tarif Réglementé;157.3;157.3
TGV INOUI;DAX;87673202;LILLE EUROPE;87223263;2;Tarif Normal;30.0;148.0
TGV INOUI;LYON PERRACHE;87722025;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ST PERAY;87761494;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Normal;17.0;75.0
TGV INOUI;PARIS EST;87113001;REMIREMONT;87144451;1;Tarif Réglementé;139.1;139.1
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LORRAINE TGV;87142109;1;Tarif Normal;22.0;69.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;VITRE;87471508;1;Tarif Normal;19.0;136.0
TGV INOUI;MASSY TGV;87393702;ST AVRE - LA CHAMBRE;87741306;1;Tarif Réglementé;160.4;160.4
TGV INOUI;PARIS EST;87113001;SARREBOURG;87215012;1;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MACON VILLE;87725689;ALBERTVILLE;87741645;2;Tarif Normal;20.0;38.0
TGV INOUI;VANNES;87476606;ALBERTVILLE;87741645;1;Tarif Normal;36.0;213.0
TGV INOUI;ST PERAY;87761494;LE TEIL;87764472;1;Tarif Avantage;4.9;13.6
TGV INOUI;CASTELNAUDARY;87615039;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;MACON VILLE;87725689;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LYON PERRACHE;87722025;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;44.3;53.8
TGV INOUI;ST PIERRE DES CORPS;87571240;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;39.0;39.0
TGV INOUI;MASSY TGV;87393702;BOURG ST MAURICE;87741793;1;Tarif Avantage;21.5;152.0
TGV INOUI;JUVISY;87545244;LA SOUTERRAINE;87592378;1;Tarif Réglementé;81.2;81.2
TGV INOUI;PARIS NORD;87271007;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;31.0;163.0
TGV INOUI;NANCY;87141002;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;118.8;118.8
TGV INOUI;CASTELNAUDARY;87615039;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;199.0
TGV INOUI;JUVISY;87545244;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;11.9;38.0
TGV INOUI;ANNECY;87746008;ST RAPHAEL VALESCURE;87757526;1;Tarif Elève - Etudiant - Apprenti;33.0;33.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LYON PART DIEU;87723197;1;Tarif Normal;29.0;147.0
TGV INOUI;PARIS EST;87113001;SEDAN;87172254;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;PARIS EST;87113001;1;Tarif Normal;17.0;72.0
